Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
13,92,SENTHIL A,IND,171,0.09
1,93,CHANDRASEKARAN C,ADMK,91339,48.09
2,93,PONNUSAMY K,DMK,79006,41.6
3,93,SATHIYA M,DMDK,5609,2.95
4,93,CHINNUSAMY M,KMDK,4014,2.11
5,93,None of the Above,NOTA,2664,1.4
6,93,SUSILA K,PMK,2447,1.29
7,93,ANBUTHAMBI R,ntk,2219,1.17
8,93,VARADAN M,IND,903,0.48
9,93,MANIKANDAN P,IJK,749,0.39
10,93,PALANISAMY M,IND,649,0.34
11,93,SEMMANDA PONNUSAMY K,IND,318,0.17
1,94,BASKAR. K.P.P,ADMK,89076,45.81
2,94,CHEZHIAN. R,INC,75542,38.85
3,94,MATHESWARAN S,KMDK,10506,5.4
4,94,ELANGO. N,TMC(M),4341,2.23
5,94,None of the Above,NOTA,3828,1.97
6,94,DURAISAMY E,PMK,2751,1.41
7,94,RAJENDRAN. V,BJP,2751,1.41
8,94,LOGANATHAN  M,ntk,2729,1.4
9,94,MURUGAN. C,IND,997,0.51
10,94,PERUMAL A,IND,379,0.19
11,94,MUTHUSAMY. M.P,GPI,341,0.18
12,94,NATARAJAN .M,IND,313,0.16
13,94,PALANISAMY K,IND,283,0.15
14,94,YOGANATHAN. N,GMI,243,0.12
15,94,KANNAIYAN R,IND,193,0.1
16,94,CHEZHIAN. S,IND,168,0.09
1,95,MOORTHIY K S,DMK,74418,42.45
2,95,RAJENDHIRAN R,ADMK,73600,41.98
3,95,MUTHUKUMAR  K,DMDK,6014,3.43
4,95,BOOPATHI  C,KMDK,5116,2.92
5,95,RAJKUMAR S,BJP,4323,2.47
6,95,RAMESH PON,PMK,3740,2.13
7,95,None of the Above,NOTA,1658,0.95
8,95,DEIVASIGAMANI G,ntk,1643,0.94
9,95,PERIASAMY R,IND,1134,0.65
10,95,RAMESH M,IND,725,0.41
11,95,CHANDRAN  S,IND,600,0.34
12,95,THIRUVARANGAN  R,IND,494,0.28
13,95,GANESAN P,IND,435,0.25
14,95,SRIDHAR P,IND,400,0.23
15,95,SAKTHIVEL  P,IND,325,0.19
16,95,SUNDARAM  N,YSP,155,0.09
17,95,RAMASAMY  N,IND,148,0.08
18,95,RAMKUMAR  G,IND,138,0.08
19,95,ARUL  V,IND,122,0.07
20,95,RAMASAMY  P,IND,118,0.07
1,96,SARASWATHI PON,ADMK,73103,41.4
2,96,ELANGOAVAN BAR,DMK,69713,39.48
3,96,VIJAYAKAMAL J,DMDK,6688,3.79
4,96,RAJAVEL NATHI S,KMDK,6471,3.66
5,96,MUTHUMANI P,IND,5923,3.35
6,96,NAGARAJAN S,BJP,2499,1.42
7,96,None of the Above,NOTA,2279,1.29
8,96,RAJA S,PMK,2012,1.14
9,96,NATARAJAN P,ntk,1968,1.11
10,96,SARASWATHI S,IND,1345,0.76
11,96,SARASWATHI P,IND,826,0.47
12,96,SAKTHIVEL S,IND,817,0.46
13,96,ELANGOVAN P,IND,814,0.46
14,96,SUDHAKAR B,IND,493,0.28
15,96,GUNASEKARAN E,IND,228,0.13
16,96,MARIMUTHU  S,RPI(A),201,0.11
17,96,RAVIKUMAR D,IND,194,0.11
18,96,KAMALA M.P,IND,178,0.1
19,96,VINOTH M,GMI,171,0.1
20,96,MANIMEGALAI G,IND,144,0.08
21,96,KABILANAND M,IND,140,0.08
22,96,ELANGO S,IND,108,0.06
23,96,DEVARASU M,IND,91,0.05
24,96,NAGARAJAN J,IND,85,0.05
25,96,BALUSAMY M,IND,73,0.04
1,97,THANGAMANI P,ADMK,103032,55.2
2,97,YUVARAJ P,DMK,55703,29.84
3,97,MADESHWARAN  P A,DMDK,9784,5.24
4,97,None of the Above,NOTA,2994,1.6
5,97,ARUNKUMAR G,ntk,2908,1.56
6,97,PONNUSAMY  R,KMDK,2813,1.51
7,97,MURTHY S,PMK,2773,1.49
8,97,EASWARAN K,BJP,1981,1.06
9,97,LOGANATHAN K,IND,777,0.42
10,97,SELVARAJ  K,IND,566,0.3
11,97,KANCHANA  N,IND,389,0.21
12,97,KOKILA R,BSP,367,0.2
13,97,KARTHI N,IND,354,0.19
14,97,RAVICHANDRAN P,GMI,279,0.15
15,97,GOVINDARAJ A,CPI(ML)(L),246,0.13
16,97,AMIRTHALINGAM T V R,IND,234,0.13
17,97,SARAVANAN C,IND,208,0.11
18,97,PRABHAKARAN S,IND,196,0.11
19,97,SELVARAJ  P,IND,190,0.1
20,97,AYYAM PERUMAL,IND,179,0.1
21,97,GANDHI RAMESH  P,IND,163,0.09
22,97,PONGIYANNAN S,IND,153,0.08
23,97,MURUGAVEL S,IND,108,0.06
24,97,SELVAKUMAR G V,UCPI,90,0.05
25,97,SURESH M,IND,83,0.04
26,97,VIJAYAKUMAR P K,IND,82,0.04
1,98,THENNARASU K S,ADMK,64879,43.83
2,98,CHANDHIRAKUMAR V C,DMK,57085,38.57
3,98,PONCHAIRMAN,DMDK,6776,4.58
4,98,RAJESHKUMAR P,BJP,5549,3.75
5,98,None of the Above,NOTA,3096,2.09
6,98,JAGANATHAN S,KMDK,2721,1.84
7,98,ALAUDEEN A,ntk,2262,1.53
8,98,SADHIK BASHA K,SDPI,2176,1.47
9,98,RAJENDRAN,PMK,2111,1.43
10,98,KANNAN R,IND,406,0.27
11,98,LOGANATHAN P T,IND,294,0.2
12,98,KRISHNAN P,BSP,234,0.16
13,98,RAMESH M,SMK,220,0.15
14,98,SENTHILKUMAR K,UMK,109,0.07
15,98,PERUMALRAJ R,GMI,100,0.07
1,99,RAMALINGAM K.V.,ADMK,82297,43.46
2,99,MUTHUSAMY S,DMK,77391,40.87
3,99,EASWARA MURTHY M,KMDK,7477,3.95
4,99,MURUGAN N,MDMK,6624,3.5
5,99,PALANISAMY N.P.,BJP,4177,2.21
6,99,None of the Above,NOTA,3403,1.8
7,99,ARUMUGAM,PMK,3000,1.58
8,99,JOTHIVEL T,ntk,2448,1.29
9,99,ARAVINDAN P,IND,644,0.34
10,99,VEERAPPAN C,BSP,473,0.25
11,99,MUTHUSAMY A,IND,371,0.2
12,99,PALANISAMY  M,IND,272,0.14
13,99,PERIYASAMY P,GMI,241,0.13
14,99,VELUSAMY P,IDMMK,236,0.12
15,99,VENGATESAN A,IND,227,0.12
16,99,THAMOTHARAN V,UCPI,86,0.05
1,100,"SIVASUBRAMANI , V.P.",ADMK,77067,43.62
2,100,"SACHIDANANDAM,  P.",DMK,74845,42.36
3,100,"SURIAMOORTHI,  S.",KMDK,5607,3.17
4,100,"RAMESH,  M.",DMDK,4853,2.75
5,100,"CHINNAMALAI KRISHNAKUMAR, J.",BJP,4052,2.29
6,100,NACHIMUTHU,PMK,2809,1.59
7,100,None of the Above,NOTA,2715,1.54
8,100,"PRAKASH,  G.",ntk,1713,0.97
9,100,"PARTHIBAN,  V.",BSP,1219,0.69
10,100,LAKSHMI P,IDMMK,526,0.3
11,100,"BASKARAN,  G.",JD(U),431,0.24
12,100,MANI M,IND,326,0.18
13,100,SUBRAMANIAM S,IND,297,0.17
14,100,"SHANMUGAM , V.",IND,208,0.12
1,101,KALIMUTHU. V.S,INC,83538,45.67
2,101,PONNUSAMY. K,ADMK,73521,40.19
3,101,SHANMUGHAM. M,BJP,7753,4.24
4,101,THIRUVALLUVAN. NAGAI,MDMK,7029,3.84
5,101,None of the Above,NOTA,2883,1.58
6,101,PALANIAMMAL. K,KMDK,1662,0.91
7,101,MADHAVAN. K,PMK,1515,0.83
8,101,PICHAIMUTHU. R,ntk,1350,0.74
9,101,VANITHA. M,IND,849,0.46
10,101,PALANISAMY. V,IND,835,0.46
11,101,SELVARAJ. V,BSP,681,0.37
12,101,MOHANRAJ. K,IND,449,0.25
13,101,RAMASAMY. V,IDMMK,295,0.16
14,101,SELVARAJ. S,IND,285,0.16
15,101,MURALIDHARAN. V,TMMK,266,0.15
1,102,THANIYARASU U,ADMK,83325,45.18
2,102,GOPI P,INC,70190,38.06
3,102,MUTHUVENKATESHWARAN K G,DMDK,12108,6.57
4,102,USHADEVI M,BJP,7161,3.88
5,102,None of the Above,NOTA,3141,1.7
6,102,SHANMUGAM V P,ntk,2871,1.56
7,102,AMIRTAVALLI V,PMK,1544,0.84
8,102,THANGAVEL G,BSP,1136,0.62
9,102,RAJENDRAN B,IND,759,0.41
10,102,POOVATHAL,IDMMK,519,0.28
11,102,KAVINRAJA S,IND,369,0.2
12,102,RAJANDRAN P,IND,344,0.19
13,102,SENTHILKUMAR S R,IND,334,0.18
14,102,SUKUMARAN N,IND,258,0.14
15,102,ISREAL R,IND,188,0.1
16,102,SADHASIVAM K,IND,181,0.1
1,103,VENKATACHALAM.N.D,ADMK,80292,44.05
2,103,SAMY.K.P (A) MOHANASUNDARAM.P,DMK,67521,37.05
3,103,BALU.K.K.C,KMDK,14545,7.98
4,103,SHANMUGAM.V.P,TMC(M),6304,3.46
5,103,CHANDRASEKARAN.A,BJP,2625,1.44
6,103,None of the Above,NOTA,1991,1.09
7,103,KUMARESAN.P,PMK,1498,0.82
8,103,LOGANATHAN,ntk,1469,0.81
9,103,SEKAR.K,BSP,1306,0.72
10,103,ANTONY THOMAS,IND,791,0.43
11,103,ASHOKKUMAR R.D,UMK,627,0.34
12,103,SENTHAMIZHAN.M,WPOI,547,0.3
13,103,PRABHAKARAN.D,IND,497,0.27
14,103,DEVARAJ.K,IND,477,0.26
15,103,DHAKSHINAMURTHI.K.S,IND,425,0.23
16,103,KUPPAN (A) KUPPUSAMY.C,IND,363,0.2
17,103,NANDHAKUMAR.C.K,GMI,227,0.12
18,103,TAMILARASU,IND,201,0.11
19,103,CHANDRASEKARAN P,IND,167,0.09
20,103,MAHENDRAN A,IND,163,0.09
21,103,SUBIRAMANI.K,IDMMK,138,0.08
22,103,TAMILSELVAM.V.S.K,IND,89,0.05
1,104,KARUPPANAN K C,ADMK,85748,45.38
2,104,SIVAKUMAR N,DMK,60861,32.21
3,104,RAMANATHAN K V,PMK,20727,10.97
4,104,GOPAL P,DMDK,6927,3.67
5,104,CHANDRASEKAR S,KMDK,4389,2.32
6,104,None of the Above,NOTA,2716,1.44
7,104,SHITHIVINAYAGAN K A,BJP,2480,1.31
8,104,SEETHALAKSHMI M K,ntk,1784,0.94
9,104,PONNUDURAI P,INMMK,608,0.32
10,104,BALADHANDAPANI V S,BSP,560,0.3
11,104,RAMASAMY S,GMI,527,0.28
12,104,BOSSKOMANI S P,IND,407,0.22
13,104,DHASTHAKEER K R K,VTIP,367,0.19
14,104,AMMASAI K,JD(U),361,0.19
15,104,ALAKURAJ O P,IDMMK,249,0.13
16,104,KUMAR P,IND,239,0.13
1,105,RAJAKRISHNAN.K.R,ADMK,71575,42.21
2,105,VENKATACHALAM A G,DMK,66263,39.07
3,105,GOPAL,PMK,11570,6.82
4,105,RAJA D,KMDK,5995,3.54
5,105,RAJA SAMPATH M K,DMDK,5828,3.44
6,105,MOHANKUMAR P G,BJP,1962,1.16
7,105,None of the Above,NOTA,1546,0.91
8,105,MANIMEKALAI K,ntk,1101,0.65
9,105,RAVI C,IND,630,0.37
10,105,MAHENDRAN G,BSP,513,0.3
11,105,KATHIRVEL K,IND,419,0.25
12,105,MURUGAN R R,JD(U),370,0.22
13,105,MAYILDURAIAN R,TMMK,358,0.21
14,105,CHANDRAKUMAR S,IND,332,0.2
15,105,PRABHU E,VTIP,312,0.18
16,105,ANANTHAN.C,IND,298,0.18
17,105,MARAPPA GOUNDER S P,IDMMK,297,0.18
18,105,SHEIKDAVOOD A M,IND,212,0.13
1,106,SENGOTTAIYAN K.A,ADMK,96177,47
2,106,SARAVANAN S.V,INC,84954,41.52
3,106,MUNUSAMY M,CPM,7531,3.68
4,106,SIVARAJ N.S,KMDK,3341,1.63
5,106,GANAPATHI K,BJP,3149,1.54
6,106,None of the Above,NOTA,2751,1.34
7,106,GOWREESAN S,ntk,1677,0.82
8,106,KUPPUSAMY,PMK,1045,0.51
9,106,RAVISEKARAN,IND,1004,0.49
10,106,LINGESWARAN,IND,836,0.41
11,106,PALANISAMYRAAJ M,IND,667,0.33
12,106,KUMAR D,IND,416,0.2
13,106,RANGASAMY E.K,IDMMK,411,0.2
14,106,BALASUBRAMANIAN P,IND,366,0.18
15,106,SARAVANAN P,IND,303,0.15
1,107,ESWARAN.S,ADMK,83006,42.23
2,107,SATHYA.R,DMK,69902,35.56
3,107,SUNDARAM.P.L,CPI,27965,14.23
4,107,PALANISWAMI.N.R,BJP,3557,1.81
5,107,None of the Above,NOTA,2980,1.52
6,107,VADIVEL.N.R,PMK,1485,0.76
7,107,LAKSHMI.M,IND,1367,0.7
8,107,NAGARAJAN.T,KMDK,1352,0.69
9,107,SANGEETHA.G,ntk,1251,0.64
10,107,ARUMUGAM.S.R,BSP,1151,0.59
11,107,PALANI.R,IND,886,0.45
12,107,ESWARAN.R,IND,672,0.34
13,107,MAHALINGAM.K,JD(U),515,0.26
14,107,SUBBAN.P,IDMMK,462,0.24
1,108,"GANESH, R.",INC,67747,48.34
2,108,VINOTH,ADMK,57329,40.9
3,108,RAMAN,BJP,5818,4.15
4,108,"KING NARCISSUS, K.",DMDK,3111,2.22
5,108,None of the Above,NOTA,2912,2.08
6,108,"BALRAJ, M.",PMK,781,0.56
7,108,"JAGAN, R.",ntk,748,0.53
8,108,"SUBRAMANI, N.",GMI,554,0.4
9,108,"JALAL ALI, S.",IDMMK,427,0.3
10,108,"MANOGARAN, B.",IND,388,0.28
11,108,"VENUGOPAL, D.",IND,340,0.24
1,109,"THIRAVIDAMANI,M.",DMK,62128,47.39
2,109,"KALAISELVAN, S.",ADMK,48749,37.19
3,109,"TAMILMANI,P.",CPM,9044,6.9
4,109,"PARASURAMAN,P.M.",BJP,5548,4.23
5,109,"KARMEGAM,  S.",ntk,2347,1.79
6,109,None of the Above,NOTA,1825,1.39
7,109,"MURUGESAN @ MURUGESH, R.",PMK,684,0.52
8,109,"KAMARAJ,  G.",IND,468,0.36
9,109,"CHENGUTTUVAN,R.P",IND,302,0.23
1,110,"RAMU, A.",ADMK,61650,45.71
2,110,"MUBARAK, B. M.",DMK,57940,42.96
3,110,"CHIDAMBARAM, V.",DMDK,3989,2.96
4,110,"KUMARAN, B.",BJP,3547,2.63
5,110,"DHARMARAJ, S.",IND,2319,1.72
6,110,None of the Above,NOTA,2283,1.69
7,110,"RAMASAMY, P.",ntk,822,0.61
8,110,"SIVAKUMAR, R.",TMMK,559,0.41
9,110,"SENTHIL KUMAR, P.",PMK,469,0.35
10,110,"SEKAR, M.",IND,390,0.29
11,110,"NARESH DESINGH, D.",IND,343,0.25
12,110,"ALBERT RAJKUMAR, A.",IND,235,0.17
13,110,"VALLI, H.",GMI,216,0.16
14,110,"MOHAMMED IBRAHIM, M.",YSP,108,0.08
1,111,CHINNARAJ.O.K,ADMK,93595,44.41
2,111,SURENDRAN. S.,DMK,77481,36.76
3,111,SHANMUGA SUNDARAM.T.R,TMC(M),13324,6.32
4,111,JAGANATHAN. P.,BJP,11036,5.24
5,111,None of the Above,NOTA,3408,1.62
6,111,MOHAMED RAFI. S,SDPI,2209,1.05
7,111,MOORTHI. K,PMK,1870,0.89
8,111,VELLINGIRI. K,KMDK,1604,0.76
9,111,ABDUL VAHAB. A,ntk,1509,0.72
10,111,VENKATESH. K,IND,1264,0.6
11,111,POOUNGUNDRAN M.K,IND,1145,0.54
12,111,NATARAJAN.P,CPI(ML)(L),622,0.3
13,111,BASKARAN. K.,BSP,563,0.27
14,111,BALADHANDAYUTHAM.R,IND,406,0.19
15,111,SHANMUGASUNDRAM. P.S,IND,248,0.12
16,111,DHARMARAJ. M,IND,208,0.1
17,111,ARUMUGAM. P,IND,153,0.07
18,111,GANESHKUMAR. E,IND,116,0.06
1,112,DHANAPAL P,ADMK,93366,48.11
2,112,ANANDHAN E,DMK,62692,32.31
3,112,ARUMUGAM M,CPI,15016,7.74
4,112,PERUMAL C,BJP,8081,4.16
5,112,PRAGATHEESWARAN B,KMDK,4373,2.25
6,112,None of the Above,NOTA,3534,1.82
7,112,SUMATHI P,ntk,1514,0.78
8,112,MARIMUTHU K K,PMK,1480,0.76
9,112,SAKTHIVEL M,BSP,784,0.4
10,112,RANGASAMY P,SHS,671,0.35
11,112,ARULMURUGAN  R,IND,622,0.32
12,112,VADIVEL R,IND,541,0.28
13,112,SUBIRAMANIAM K,IDMMK,466,0.24
14,112,CHINNASAMY R,IND,442,0.23
15,112,DURAIVEERAN S,WPOI,242,0.12
16,112,GNANATHILAK P,TMMK,238,0.12
1,113,VIJAYAKUMAR KN,ADMK,106717,48.56
2,113,SAMINATHAN M P,DMK,68943,31.37
3,113,SUBRAMANIAN M,CPI,20061,9.13
4,113,CHINNASAMY R,BJP,8397,3.82
5,113,RAVICHANDHARAN D,KMDK,3988,1.81
6,113,None of the Above,NOTA,3447,1.57
7,113,SIVAKUMR P,ntk,2931,1.33
8,113,SUBRAMANIYAM  M,PMK,1750,0.8
9,113,MANIKANDAN S,IND,643,0.29
10,113,KRISNAAMURTHI .A.S,GMI,597,0.27
11,113,KARUPPAIAH R,EDP,507,0.23
12,113,VIJAYAKUMAR K,IND,487,0.22
13,113,SENTHILKUMAR R,IND,281,0.13
14,113,NAGARAJAN A,IND,248,0.11
15,113,PRABAKARAN. D,IND,203,0.09
16,113,SURESHBABU M,IND,193,0.09
17,113,VENGADASAMY K,IND,144,0.07
18,113,SUBRAMANI K,IND,113,0.05
19,113,KUMAR R,IND,111,0.05
1,114,GUNASEKARAN S,ADMK,73351,44.68
2,114,SELVARAJ K,DMK,57418,34.98
3,114,THANGAVEL. K,CPM,13597,8.28
4,114,POINT MANI N,BJP,7640,4.65
5,114,BASHEER AHAMED M,SDPI,2547,1.55
6,114,SHANMUGASUNDARAM K,ntk,2506,1.53
7,114,None of the Above,NOTA,2445,1.49
8,114,VELUMANI K,KMDK,1166,0.71
9,114,SAYED MASNSOOR HUSAIN,PMK,1093,0.67
10,114,KALISWARAN S,NCP,327,0.2
11,114,MOHAMED RAFIQ M,IND,320,0.19
12,114,RAVIKUMAR M,IND,280,0.17
13,114,IBRAHIM,WPOI,231,0.14
14,114,RAMESH R,SHS,209,0.13
15,114,HARIHARAN (A) HARIHARASUDAN M,GMI,208,0.13
16,114,RAVI S,BSP,201,0.12
17,114,BASKAR L,IND,194,0.12
18,114,KESAVAMURTHY N,IND,188,0.11
19,114,MOHAMED  GOWAS M,IND,135,0.08
20,114,SATHYAMOORTHY A,IND,110,0.07
1,115,NATARAJAN. A,ADMK,111866,47.01
2,115,KRISHNAMOORTHY. S,DMK,79692,33.49
3,115,MUTHURATHINAM. K,MDMK,14841,6.24
4,115,THANGARAJ. S,BJP,13127,5.52
5,115,RAJENDRAN. C,KMDK,6572,2.76
6,115,None of the Above,NOTA,3904,1.64
7,115,VELUSAMY. T,ntk,2911,1.22
8,115,KUMAR. S,PMK,2292,0.96
9,115,NATARAJ.G,IND,1547,0.65
10,115,PARAMESWARAN.K,IND,579,0.24
11,115,SUDALAIMANI.M,GMI,222,0.09
12,115,SATHISH KUMAR. L,SP,212,0.09
13,115,CHINNAN. G,GPI,201,0.08
1,116,"KANAGARAJ, R.",ADMK,100977,47.38
2,116,"MANOHARAN, V.M.C.",INC,64346,30.19
3,116,"MANDHARASALAM, S.D.",BJP,13517,6.34
4,116,"THINAKARAN, K.",DMDK,13106,6.15
5,116,"PREMIER SELVAM @ KALICHAMY, M.",KMDK,9672,4.54
6,116,None of the Above,NOTA,3679,1.73
7,116,"VIJAYARAGAVAN, M.V.",ntk,2873,1.35
8,116,"GANESAN, P.K.",PMK,1687,0.79
9,116,"ABDUL HAKKEM, P.",BSP,978,0.46
10,116,LAKSHMANAN. G,IND,813,0.38
11,116,KAVITHAKARTHIKEYAN,IND,684,0.32
12,116,SINGAM SETHU,AIFB,511,0.24
13,116,PON MANOHARAN,SP,269,0.13
1,117,"ARUKUTTY, V.C.",ADMK,110870,40.7
2,117,"PAYYA GOUNDER @ KRISHNAN, R.",DMK,102845,37.76
3,117,"NANDAKUMAR, R.",BJP,22444,8.24
4,117,"RAMAMURTHY, V.",CPM,16874,6.19
5,117,None of the Above,NOTA,5274,1.94
6,117,"KOUSALYA, P.",ntk,3735,1.37
7,117,"THANGAVELU, A.",PMK,2533,0.93
8,117,"KULANDAIVELU, K.S.",KMDK,2521,0.93
9,117,"ARUNA, D.",IND,1045,0.38
10,117,"VELMURUGAN, M.S.",CPI(ML)(L),1004,0.37
11,117,"MARI, V.",IND,576,0.21
12,117,"THIRUMALAIRAJAN, S.",GMI,446,0.16
13,117,"KALA, M.",BSP,391,0.14
14,117,"MAHENDRA BHARATHI, P.",WPOI,320,0.12
15,117,"VEERABATHIRAN, K.",AIFB,305,0.11
16,117,"KRISHNAN, M.",IND,197,0.07
17,117,"BALAKUMAR, R.",VBMP,191,0.07
18,117,"VELUSWAMY, V.",IND,189,0.07
19,117,"RAJESH KUMAR, B.",NCP,182,0.07
20,117,"SHANMUGAM, K.",UMK,165,0.06
21,117,"MAHESHWARAN, G.",PPIS,149,0.05
22,117,"SEVAL, S.",IND,144,0.05
1,118,"ARUN KUMAR, P.R.G.",ADMK,77540,41.05
2,118,S.MEENALOGU,DMK,69816,36.96
3,118,KANNAN ALIAS S.DEVARAJ,BJP,16741,8.86
4,118,"S.M.@ MURUGAN, P.",DMDK,12153,6.43
5,118,None of the Above,NOTA,4574,2.42
6,118,"BALENDRAN, C.B.",ntk,3114,1.65
7,118,KAMARAJ NATESAN,PMK,2196,1.16
8,118,SANGANOOR PREMKUMAR,KMDK,1036,0.55
9,118,"NARAYANAMOORTHY,(PROFESSOR DR),S.",IND,397,0.21
10,118,"ANTONY LOUIS, S.",IND,331,0.18
11,118,"DENNIS  KOVIL PILLAI, E.",GMI,303,0.16
12,118,"MANIMARAN, A.",IND,249,0.13
13,118,"SATHEESH KUMAR, R.",IND,131,0.07
14,118,"VIJAYAKUMAR, D.",RPI(A),130,0.07
15,118,"MARUTHACHALAM, V.",VBMP,92,0.05
16,118,"PUSHPANANTHAM, V.",PPIS,79,0.04
1,119,"VELUMANI,S.P.",ADMK,109519,55.01
2,119,"KOVAI SYED @ SYED MOHAMMED,M.A.",MAMAK,45478,22.84
3,119,"KARUMUTHU THIYAGARAJAN,M.",BJP,19043,9.56
4,119,"THIYAGARAJAN,K.",DMDK,7968,4
5,119,"ANSHAR SHERIFF,A.",SDPI,3643,1.83
6,119,None of the Above,NOTA,3248,1.63
7,119,"VAIRAVEL,S.R.",KMDK,3005,1.51
8,119,"ANANDHARAJ,R.",ntk,2408,1.21
9,119,"VIDIYAL JAGANATHAN,V.",PMK,1315,0.66
10,119,"SYED MOHAMMED,S.I.",IND,561,0.28
11,119,"BALATHANDAPANI,S.",WPOI,501,0.25
12,119,"SATHISH MALLAR,N.",TMMK,472,0.24
13,119,"SAMPATHKUMAR,V.",IND,439,0.22
14,119,ANSARI @ MOHAMMED ANSARI,IND,431,0.22
15,119,"MUTHUKUMAR,M.",SHS,409,0.21
16,119,"BRAMMA NAYAGAM, U.",GMI,261,0.13
17,119,"RAMASAMY,K.",IND,227,0.11
18,119,"PANNEER SELVAM,(DR).M.",IND,172,0.09
1,120,"ARJUNAN @ AMMAN ARJUNAN,K.",ADMK,59788,38.94
2,120,"MAYURA JAYAKUMAR,S.",INC,42369,27.6
3,120,VANATHI SRINIVASAN,BJP,33113,21.57
4,120,"PADMANABHAN,C.",CPM,7248,4.72
5,120,None of the Above,NOTA,3331,2.17
6,120,"BENJAMIN FRANKLIN,P.",ntk,2491,1.62
7,120,"ABUTHAHIR,V.M",SDPI,1741,1.13
8,120,"PALANYCHAMY,KI.",PMK,1111,0.72
9,120,"DURAISAMY,N.",IND,410,0.27
10,120,"THIRUMURUGAN,D.",IND,409,0.27
11,120,"SHEEBA,K.",BSP,253,0.16
12,120,VADIVEL,KMDK,249,0.16
13,120,"ROSHAN,S.S.S.",WPOI,188,0.12
14,120,KRISHNAKUMAR.R,SHS,188,0.12
15,120,"BABU,K.B.",NCP,183,0.12
16,120,JEEVALATHA.A,TMMK,164,0.11
17,120,"ABDUL SALAM,A.",IND,98,0.06
18,120,"MOHANRAJ,K.",IND,79,0.05
19,120,"KUMAR,S.",IND,62,0.04
20,120,"MUTHUKUMAR,B.",IND,58,0.04
1,121,"KARTHIK, N.",DMK,75459,40.02
2,121,"SINGAI MUTHU, N.",ADMK,70279,37.28
3,121,"NANDAKUMAR, C.R.",BJP,16605,8.81
4,121,"ARJUNARAJ, A.",MDMK,11035,5.85
5,121,"KALYANASUNDARAM, S.",ntk,4354,2.31
6,121,None of the Above,NOTA,3732,1.98
7,121,"ASHOK JAYENDAR, P.",PMK,2865,1.52
8,121,"KARTHIKEYAN, N.",KMDK,1107,0.59
9,121,"SHAJAHAN, S.M.",WPOI,529,0.28
10,121,"VELLIMALAI, S",IND,528,0.28
11,121,"KARTHIK, P.",IND,354,0.19
12,121,"KRISHNASAMY, P.",BSP,340,0.18
13,121,"RAGHUL GANDHI, K.",IND,332,0.18
14,121,"SARGUNAM, K.",GMI,306,0.16
15,121,"ELANGOVAN, K",IND,278,0.15
16,121,"MANUPRASATH, M.",TMMK,162,0.09
17,121,"MANIAN, R.",UMK,148,0.08
18,121,"PARTHIBAN, D.",IND,118,0.06
1,122,"SHANMUGAM, A.",ADMK,89042,42.81
2,122,KURICHI PRABHAKARAN,DMK,87710,42.17
3,122,"MUTHURAMALINGAM, V.",BJP,11354,5.46
4,122,"ESWARAN, V.",MDMK,8387,4.03
5,122,None of the Above,NOTA,3884,1.87
6,122,"SELVAKUMAR, U.",ntk,1946,0.94
7,122,"SELVAKUMAR, S.",KMDK,1863,0.9
8,122,"ABDUL KAREEM, M.",SDPI,1367,0.66
9,122,"CHINNASAMI, R.",PMK,1265,0.61
10,122,"MANIMEGALAI, V.",IND,596,0.29
11,122,"PANNERSELVAM, N.",WPOI,286,0.14
12,122,"SENTHILKUMAR, R.",IND,164,0.08
13,122,"SAJITHKUMAR, D.",IND,125,0.06
1,123,POLLACHI V JAYARAMAN,ADMK,78553,46.59
2,123,"TAMILMANI, R.",DMK,65185,38.66
3,123,"NITHYANANDHAN, K.",KMDK,7722,4.58
4,123,"SIVAKUMAR, R.",BJP,5363,3.18
5,123,"MUTHUKUMAR, S.",DMDK,4893,2.9
6,123,None of the Above,NOTA,2254,1.34
7,123,"UMAMAHESWARI, K.",ntk,1369,0.81
8,123,"TAMILMANI, K.",IND,807,0.48
9,123,"KANNAPPAN, V.S.",PMK,747,0.44
10,123,"MANICKAVEL, R.",IND,430,0.26
11,123,"KALAIVANAN, V.",BSP,308,0.18
12,123,"SELLIMUTHU, N.",IND,236,0.14
13,123,"SELVAKUMAR, N.",IND,228,0.14
14,123,"MUTHUKUMAR, C.",IND,216,0.13
15,123,"VIVEK, S.",TMMK,179,0.11
16,123,"SRINIVASAN, K.",IND,126,0.07
1,124,"KASTHURI VASU, V.",ADMK,69980,48.68
2,124,"PAULPANDI, T.",DMK,61736,42.95
3,124,"MANIBHARATHI, P.",CPI,3494,2.43
4,124,"MURUGESAN, P.",BJP,2565,1.78
5,124,None of the Above,NOTA,2206,1.53
6,124,"ANBAZHAGAN, K.V.",KMDK,1284,0.89
7,124,"SARALADEVI, M.",ntk,1019,0.71
8,124,"SELVARAJ, T.",IND,642,0.45
9,124,"SIGARAVEL, U.",PMK,580,0.4
10,124,"MANIMARAN, K.V.",WPOI,237,0.16
1,125,RADHAKRISHNAN K,ADMK,81817,44.73
2,125,MUTHU K,DMK,76130,41.62
3,125,KANDHASAMY N,BJP,7339,4.01
4,125,GANESHKUMAR S,DMDK,7090,3.88
5,125,RAGUPATHI RAGHAVAN C,KMDK,3562,1.95
6,125,None of the Above,NOTA,3306,1.81
